sira,isim,gelirler,gelir_yüzde_degisim,karlar,kar_yuzde_degisim,varliklar,piyasa_degeri,sira_degisikligi,calısanlar
230,Laboratory Corp. of America,16120.9,0.153,2377.3,0.528,20385.4,24625.8,-12.0,71725.0
231,Regeneron Pharmaceuticals,16071.7,0.8909999999999999,8075.3,1.2990000000000002,25434.8,75806.0,123.0,10368.0
232,Land O'Lakes,15916.4,0.141,287.4,0.085,9560.0,,-13.0,9000.0
234,Southwest Airlines,15790.0,0.745,977.0,,36320.0,27129.3,102.0,55093.0
235,Adobe,15785.0,0.2269999999999999,4822.0,-0.083,27241.0,215280.5,-1.0,25988.0
236,Synchrony Financial,15752.0,-0.044,4221.0,2.048,95748.0,18145.5,-49.0,18000.0
237,Corteva,15655.0,0.1009999999999999,1759.0,1.5830000000000002,42344.0,41774.9,-23.0,21000.0
238,Fidelity National Financial,15643.0,0.451,2422.0,0.6970000000000001,60690.0,13849.6,50.0,28290.0
239,DTE Energy,15369.0,0.262,907.0,-0.337,39719.0,25614.6,11.0,10300.0
240,Murphy USA,15318.8,0.612,396.9,0.0279999999999999,4048.2,4888.6,82.0,10430.0
241,Halliburton,15295.0,0.059,1457.0,,22321.0,34028.9,-30.0,40000.0
242,Automatic Data Processing,15005.4,0.0279999999999999,2598.5,0.054,48772.5,95577.1,-34.0,56000.0
243,Edison International,14905.0,0.098,759.0,0.027,74745.0,26693.8,-17.0,13003.0
244,BorgWarner,14838.0,0.46,537.0,0.074,16575.0,9335.0,51.0,49300.0
245,Nordstrom,14789.0,0.38,178.0,,8869.0,4321.3,44.0,72000.0
246,Loews,14657.0,0.165,1578.0,,81626.0,15971.3,-7.0,10340.0
247,Guardian Life Ins. Co. of America,14647.8,0.08,288.8,11.285,90419.7,,-20.0,9150.0
248,Pioneer Natural Resources,14643.0,1.19,2118.0,,36811.0,60728.3,180.0,1932.0
249,AutoZone,14629.6,0.158,2170.3,0.252,14516.2,40582.6,-11.0,85050.0
250,Lam Research,14626.2,0.456,3908.5,0.736,15892.2,74996.7,54.0,14100.0
251,American Family Insurance Group,14611.9,0.118,734.5,0.8220000000000001,36316.4,,-19.0,13590.0
252,Illinois Tool Works,14455.0,0.15,2694.0,0.2769999999999999,16077.0,65311.9,-12.0,45000.0
253,Parker-Hannifin,14347.6,0.048,1746.1,0.447,20341.2,36456.8,-30.0,54640.0
254,Otis Worldwide,14298.0,0.121,1246.0,0.375,12279.0,32700.9,-18.0,70000.0
255,Omnicom Group,14289.4,0.085,1407.8,0.489,28421.8,17565.7,-26.0,71700.0
256,Principal Financial,14262.7,-0.032,1710.6,0.226,304657.2,19176.7,-50.0,18600.0
257,Dominion Energy,14218.0,-0.118,3288.0,,99590.0,68883.0,-64.0,17100.0
258,Kellogg,14181.0,0.03,1488.0,0.1889999999999999,18178.0,21890.2,-36.0,31000.0
260,AECOM,14112.4,-0.139,173.2,,11734.0,10856.5,-71.0,51000.0
261,Reliance Steel & Aluminum,14093.3,0.599,1413.0,2.8280000000000003,9536.0,11313.5,82.0,13950.0
262,Jacobs Engineering Group,14092.6,0.038,477.0,-0.03,14632.6,17807.4,-37.0,53500.0
263,Corning,14082.0,0.246,1906.0,2.7230000000000003,30154.0,31212.8,14.0,61200.0
265,Qurate Retail,14044.0,-0.009,340.0,-0.718,16249.0,1807.4,-49.0,26745.0
266,Pacific Life,13936.0,0.385,1102.0,,209486.0,,37.0,3861.0
267,PulteGroup,13926.9,0.262,1946.3,0.3829999999999999,13352.6,10115.7,17.0,6182.0
268,Fidelity National Information Services,13877.0,0.106,417.0,1.639,82931.0,61215.1,-27.0,65000.0
269,IQVIA Holdings,13874.0,0.221,966.0,2.462,24689.0,44140.8,6.0,79000.0
270,Marriott International,13857.0,0.311,1099.0,,25553.0,57514.9,23.0,120000.0
271,Berry Global Group,13850.0,0.183,733.0,0.311,17882.0,7832.4,-10.0,47000.0
272,Ball,13811.0,0.172,878.0,0.501,19714.0,28909.1,-12.0,24300.0
273,Group 1 Automotive,13801.7,0.272,552.1,0.927,5749.4,2859.9,13.0,13711.0
274,Leidos Holdings,13737.0,0.1169999999999999,753.0,0.1989999999999999,13261.0,14727.7,-26.0,43000.0
276,Consolidated Edison,13676.0,0.1169999999999999,1346.0,0.223,63116.0,33525.3,-27.0,13871.0
277,Ameriprise Financial,13443.0,0.124,2760.0,0.799,175979.0,33213.0,-24.0,12000.0
278,Xcel Energy,13431.0,0.165,1597.0,0.084,57851.0,39275.9,-6.0,11321.0
279,O'Reilly Automotive,13327.6,0.148,2164.7,0.235,11718.7,45410.4,-11.0,76158.0
280,Global Partners,13248.3,0.5920000000000001,60.8,-0.405,2831.2,927.1,81.0,2960.0
281,Discover Financial Services,13221.0,0.021,5449.0,3.776,110242.0,31076.7,-48.0,16700.0
282,Rocket Companies,13175.6,-0.176,308.2,0.557,32774.9,21905.9,-88.0,26000.0
283,LKQ,13088.5,0.126,1090.9,0.7090000000000001,12606.2,12941.4,-17.0,46000.0
284,W.W. Grainger,13022.0,0.104,1043.0,0.501,6592.0,26358.0,-26.0,23450.0
285,Quanta Services,12980.2,0.159,486.0,0.091,12855.2,18779.5,-7.0,43700.0
287,Fox,12909.0,0.049,2150.0,1.152,22926.0,21423.2,-40.0,9000.0
288,Sempra,12857.0,0.077,1317.0,-0.665,72045.0,53087.6,-33.0,15390.0
289,Markel,12846.4,0.32,2425.0,1.972,48448.9,20037.5,22.0,20300.0
291,XPO Logistics,12806.0,-0.212,336.0,2.055,8707.0,8356.9,-101.0,44700.0
292,Baxter International,12784.0,0.095,1284.0,0.165,33521.0,39017.9,-28.0,60000.0
293,Ecolab,12733.1,-0.001,1129.9,,21206.4,50548.4,-56.0,47000.0
294,Tractor Supply,12731.1,0.1989999999999999,997.1,0.331,7767.5,26171.6,-3.0,34000.0
295,Andersons,12728.8,0.551,104.0,12.487,4569.2,1708.2,71.0,2334.0
296,Keurig Dr Pepper,12683.0,0.092,2146.0,0.62,50598.0,53748.2,-29.0,27500.0
297,Universal Health Services,12642.1,0.094,991.6,0.05,13093.5,10843.1,-27.0,78850.0
298,CSX,12522.0,0.183,3781.0,0.367,40531.0,81587.8,-6.0,20919.0
299,Henry Schein,12401.0,0.226,631.2,0.563,8481.1,11960.1,-1.0,21600.0
300,Sonic Automotive,12396.4,0.2689999999999999,348.9,,4975.1,1728.8,8.0,10200.0
301,eBay,12394.0,0.092,13608.0,1.401,26626.0,33641.9,-25.0,10800.0
302,Textron,12382.0,0.063,746.0,1.414,15827.0,16090.6,-37.0,33000.0
303,Jones Financial (Edward Jones),12373.0,0.217,1605.0,0.249,32208.0,,-8.0,50000.0
304,Community Health Systems,12368.0,0.049,230.0,-0.55,15217.0,1598.6,-45.0,58500.0
305,Mosaic,12357.4,0.423,1630.6,1.4480000000000002,22036.4,24492.6,41.0,12525.0
306,Thor Industries,12317.4,0.508,659.9,1.959,6654.1,4330.9,62.0,31000.0
307,Dick's Sporting Goods,12293.4,0.283,1519.9,1.866,9041.7,7986.6,13.0,34300.0
308,Newmont,12222.0,0.063,1166.0,-0.588,40564.0,62968.1,-35.0,14400.0
309,Devon Energy,12206.0,1.398,2813.0,,21025.0,39274.1,211.0,1600.0
310,Warner Bros. Discovery,12191.0,0.142,1006.0,-0.175,34427.0,12700.5,-20.0,11000.0
311,J.B. Hunt Transport Services,12168.3,0.263,760.8,0.503,6794.3,21052.9,4.0,33045.0
312,Alcoa,12152.0,0.309,429.0,,15025.0,16603.4,18.0,12200.0
313,Peter Kiewit Sons',12149.0,-0.025,753.0,-0.088,6238.0,,-70.0,28800.0
316,State Street,12030.0,-0.004,2693.0,0.113,314624.0,31891.8,-64.0,38784.0
317,Unum Group,12013.8,-0.087,824.2,0.039,70115.6,6382.8,-87.0,10200.0
318,Alleghany,12004.1,0.349,1034.9,9.171,32268.7,11396.1,21.0,13313.0
319,Boston Scientific,11888.0,0.1989999999999999,1041.0,,32229.0,63310.2,-14.0,41000.0
320,Westlake,11778.0,0.57,2015.0,5.106,18459.0,15785.4,68.0,14550.0
321,Entergy,11742.9,0.161,1118.5,-0.1939999999999999,59454.2,23760.4,-21.0,12369.0
322,International Flavors & Fragrances,11656.0,1.293,270.0,-0.257,39658.0,33455.6,200.0,24000.0
323,DaVita,11618.8,0.006,978.5,0.265,17121.5,10892.5,-52.0,69000.0
324,Mutual of Omaha Insurance,11459.3,0.033,579.0,-0.171,49852.7,,-42.0,5739.0
325,Assurant,11410.0,0.13,1372.4,2.106,33911.5,10493.1,-23.0,15600.0
326,Liberty Media,11400.0,0.218,398.0,,44351.0,15239.1,-1.3963636363636365,6886.0
327,Hormel Foods,11386.2,0.185,908.8,0.001,12696.3,28089.2,-10.0,20000.0
329,Republic Services,11295.0,0.1119999999999999,1290.4,0.3339999999999999,24955.0,41841.7,-32.0,35000.0
330,Mohawk Industries,11200.6,0.173,1033.2,1.004,14224.5,8081.8,-9.0,43000.0
331,Conagra Brands,11184.7,0.012,1298.8,0.546,22195.6,16103.5,-48.0,18600.0
332,Norfolk Southern,11142.0,0.138,3005.0,0.493,38493.0,68389.3,-25.0,18100.0
334,AGCO,11138.3,0.217,897.0,1.1,9182.1,10885.3,-3.0,23300.0
337,Advance Auto Parts,10998.0,0.088,616.1,0.25,12194.2,12644.8,-36.0,54500.0
338,Biogen,10981.7,-0.183,1556.1,-0.611,23877.3,30950.4,-110.0,9610.0
339,Auto-Owners Insurance,10980.2,0.24,1318.4,0.59,32487.1,,2.0,6441.0
340,Booking Holdings,10958.0,0.612,1165.0,18.746,23641.0,96022.7,84.0,20199.0
341,Amphenol,10876.3,0.265,1590.8,0.322,14678.4,45130.1,8.0,90000.0
342,Quest Diagnostics,10788.0,0.143,1995.0,0.3939999999999999,13611.0,16348.6,-18.0,44500.0
343,FirstEnergy,10758.0,0.031,1283.0,0.1889999999999999,45432.0,26181.6,-49.0,12395.0
344,DCP Midstream,10707.0,0.6990000000000001,391.0,,13380.0,6993.2,98.0,1788.0
345,Ally Financial,10690.0,-0.008,3060.0,1.82,182114.0,14411.6,-58.0,10500.0
347,Williams,10627.0,0.377,1517.0,6.19,47612.0,40670.4,32.0,4783.0
348,Newell Brands,10589.0,0.128,572.0,,14179.0,8902.4,-23.0,32000.0
349,Eastman Chemical,10476.0,0.236,857.0,0.7929999999999999,15519.0,14450.1,6.0,14000.0
350,Air Products & Chemicals,10323.0,0.166,2099.1,0.113,26859.2,55409.4,-10.0,20750.0
351,Thrivent Financial for Lutherans,10312.7,0.265,2530.2,2.972,116524.8,,18.0,3256.0
352,Molson Coors Beverage,10279.7,0.065,1005.7,,27619.0,11631.8,-38.0,16300.0
353,Interpublic Group,10240.7,0.13,952.8,1.714,19909.2,13965.9,-19.0,55600.0
354,Weyerhaeuser,10201.0,0.354,2607.0,2.271,17652.0,28315.0,33.0,9214.0
355,Altice USA,10090.8,0.02,990.3,1.27,33215.0,5674.1,-49.0,9000.0
356,Raymond James Financial,9910.0,0.213,1403.0,0.715,61891.0,22817.5,11.0,15000.0
357,EMCOR Group,9903.6,0.126,383.5,1.885,5441.4,5931.8,-13.0,34000.0
358,Eversource Energy,9863.1,0.108,1220.5,0.013,48492.1,30403.2,-20.0,9227.0
359,Yum China Holdings,9853.0,0.192,990.0,0.263,13223.0,17679.0,4.0,298500.0
360,Asbury Automotive Group,9837.7,0.379,532.4,1.093,8002.6,3714.8,45.0,14200.0
361,Owens & Minor,9785.3,0.124,221.6,6.417999999999999,3536.6,3375.6,-16.0,17300.0
363,United Rentals,9716.0,0.139,1386.0,0.557,20292.0,25643.3,-11.0,20400.0
364,MGM Resorts International,9680.1,0.875,1254.4,,40899.1,18257.9,153.0,60500.0
365,Ryder System,9663.0,0.148,519.0,,13834.3,4055.4,-8.0,42800.0
366,Intuit,9633.0,0.254,2062.0,0.129,15516.0,135987.6,14.0,17350.0
367,Cincinnati Financial,9629.7,0.278,2945.6,1.422,31386.7,21813.3,19.0,5166.0
368,Erie Insurance Group,9619.7,0.11,1130.1,-0.037,27297.3,,-21.0,5805.0
369,Univar Solutions,9535.5,0.154,460.6,7.707000000000001,6777.8,5459.8,-7.0,9450.0
370,Huntington Ingalls Industries,9524.0,0.017,544.0,-0.218,10627.0,7991.0,-43.0,44000.0
371,W.R. Berkley,9455.5,0.1669999999999999,1022.5,0.927,32086.4,17658.8,1.0,7681.0
372,Western & Southern Financial Group,9441.7,0.172,361.2,0.767,62876.7,,2.0,2538.0
373,Insight Enterprises,9436.1,0.131,219.3,0.271,4689.1,3745.1,-13.0,11624.0
374,News Corp.,9358.0,0.039,330.0,,16771.0,13127.7,-37.0,24000.0
375,American Tower,9356.9,0.1639999999999999,2567.7,0.519,69887.9,114527.4,-1.3963636363636365,6378.0
376,Old Republic International,9341.6,0.304,1534.3,1.747,24981.8,7972.8,25.0,9600.0
377,Burlington Stores,9322.3,0.617,408.8,,7089.5,12112.8,94.0,38599.0
378,Avis Budget Group,9313.0,0.7240000000000001,1285.0,,22600.0,14157.0,120.0,18500.0
380,VF,9238.8,-0.21,407.9,-0.4,13754.0,22112.9,-117.0,33600.0
382,Seaboard,9229.0,0.295,570.0,1.014,7503.0,4881.6,24.0,13200.0
383,First American Financial,9221.0,0.301,1241.0,0.782,16451.0,7087.2,26.0,22233.0
384,Intercontinental Exchange,9168.0,0.1119999999999999,4058.0,0.943,193502.0,74044.8,-19.0,8858.0
385,PVH,9154.7,0.284,952.3,,12396.8,5210.0,19.0,25000.0
386,Apollo Global Management,9124.0,3.322,1838.5,10.739,30501.9,37194.0,552.0,2153.0
387,Jefferies Financial Group,9039.9,0.3,1674.4,1.16,60404.1,7933.9,32.0,5556.0
388,Hershey,8971.3,0.1009999999999999,1477.5,0.155,10412.2,44461.5,-18.0,17805.0
389,NVR,8970.1,0.186,1236.7,0.372,5834.5,15010.5,-6.0,6600.0
390,Foot Locker,8958.0,0.187,893.0,1.765,8135.0,2850.0,-5.0,33244.0
391,Dana,8945.0,0.259,197.0,,7632.0,2544.4,17.0,40200.0
392,SpartanNash,8931.0,-0.045,73.8,-0.0279999999999999,2206.8,1185.1,-63.0,13300.0
393,Olin,8910.6,0.5479999999999999,1296.7,,8517.7,8062.0,79.0,7750.0
395,Jackson Financial,8848.0,,3183.0,,375484.0,3895.1,-1.3963636363636365,3150.0
396,Activision Blizzard,8803.0,0.089,2699.0,0.228,25056.0,62559.7,-23.0,9800.0
397,Toll Brothers,8790.4,0.242,833.6,0.867,11537.9,5515.4,14.0,5100.0
398,Carlyle Group,8782.1,1.993,2974.7,7.542999999999999,21250.4,17427.5,360.0,1850.0
399,Graybar Electric,8767.3,0.207,262.4,1.154,3069.0,,-1.3963636363636365,8800.0
400,Ovintiv,8658.0,0.422,1416.0,,14055.0,13987.5,58.0,1713.0
401,UFP Industries,8636.1,0.6759999999999999,535.6,1.171,3245.3,4790.5,117.0,15000.0
402,Ulta Beauty,8630.9,0.4029999999999999,985.8,4.607,4764.4,20837.8,49.0,28500.0
403,Constellation Brands,8614.9,0.033,1998.0,,27104.8,43763.5,-44.0,9300.0
404,Expedia Group,8598.0,0.654,12.0,,21548.0,30476.5,111.0,14800.0
406,Celanese,8537.0,0.51,1890.0,-0.048,11975.0,15434.1,71.0,8529.0
407,Global Payments,8523.8,0.148,965.5,0.652,45279.7,38545.6,-13.0,25000.0
408,Owens Corning,8498.0,0.205,995.0,,10015.0,9064.7,5.0,20000.0
409,Campbell Soup,8476.0,-0.063,1002.0,-0.385,11734.0,13446.9,-74.0,14100.0
410,Huntsman,8453.0,0.4029999999999999,1045.0,0.011,9392.0,8046.9,50.0,9000.0
411,Franklin Resources,8425.5,0.514,1831.2,1.2919999999999998,24168.4,14019.3,73.0,10300.0
412,Avery Dennison,8408.3,0.206,740.1,0.331,7971.6,14327.4,5.0,36000.0
413,Masco,8375.0,0.149,410.0,-0.665,5575.0,12062.7,-15.0,20000.0
414,CenterPoint Energy,8352.0,-0.055,1486.0,,37679.0,19285.8,-72.0,9418.0
415,Fifth Third Bancorp,8329.0,-0.009,2770.0,0.941,211116.0,29511.3,-57.0,19112.0
416,WEC Energy Group,8316.0,0.148,1300.3,0.084,38988.5,31483.5,-16.0,6938.0
417,S&P Global,8297.0,0.115,3024.0,0.293,15026.0,142343.5,-24.0,22850.0
418,FM Global,8274.6,0.217,2842.4,0.6409999999999999,32160.5,,5.0,5560.0
419,Polaris,8252.0,0.161,493.9,2.958,5047.8,6264.1,-12.0,16000.0
420,Williams-Sonoma,8245.9,0.216,1126.3,0.655,4625.6,10376.0,5.0,16600.0
421,Autoliv,8230.0,0.105,435.0,1.327,7537.0,6691.1,-29.0,58176.0
422,Arthur J. Gallagher,8209.4,0.172,906.8,0.107,33345.0,36598.6,-6.0,39000.0
423,Motorola Solutions,8171.0,0.102,1245.0,0.312,12189.0,40555.9,-28.0,18700.0
426,J.M. Smucker,8002.7,0.026,876.3,0.124,16284.2,14686.4,-48.0,7100.0
427,Anywhere Real Estate,7983.0,0.283,343.0,,7210.0,1852.1,18.0,9748.0
428,Oshkosh,7952.5,0.16,409.4,0.262,6721.8,6703.7,-6.0,15000.0
429,MasTec,7951.8,0.258,328.8,0.019,7121.4,6657.0,12.0,27000.0
430,GXO Logistics,7940.0,,153.0,,7271.0,8193.0,-1.3963636363636365,97500.0
431,APA,7928.0,0.84,973.0,,13303.0,14332.3,164.0,2253.0
432,Boise Cascade,7926.1,0.4479999999999999,712.5,3.072,2572.6,2740.4,61.0,6130.0
433,Dover,7907.1,0.183,1123.8,0.644,10403.6,22610.3,-4.0,25000.0
434,Genworth Financial,7882.0,-0.09,904.0,4.079,99171.0,1917.9,-86.0,2500.0
435,Bath & Body Works,7881.5,-0.335,1333.5,0.579,6026.0,11419.9,-178.0,32850.0
436,Booz Allen Hamilton Holding,7858.9,0.053,609.0,0.262,5499.6,11705.4,-45.0,27700.0
437,Coinbase Global,7839.4,5.1370000000000005,3624.1,10.244000000000002,21274.4,41670.4,-1.3963636363636365,3730.0
438,Zimmer Biomet Holdings,7836.2,0.1159999999999999,401.6,,23456.4,26772.3,-24.0,19500.0
439,Westinghouse Air Brake Technologies,7822.0,0.035,558.0,0.347,18454.0,17819.4,-55.0,25000.0
440,Zoetis,7776.0,0.165,2037.0,0.244,13900.0,89008.9,-9.0,12100.0
441,Packaging Corp. of America,7730.3,0.161,841.1,0.825,7836.8,14628.1,-8.0,15200.0
442,LPL Financial Holdings,7720.8,0.315,459.9,-0.027,7991.6,14608.8,24.0,5919.0
443,T. Rowe Price,7671.9,0.236,3082.9,0.299,12509.0,34442.6,4.0,7529.0
444,Fortune Brands Home & Security,7656.1,0.257,772.4,0.396,7936.2,9830.7,12.0,28056.0
445,Casey's General Stores,7654.2,-0.0559999999999999,312.9,0.186,4460.3,7354.4,-74.0,27583.0
446,A-Mark Precious Metals,7613.0,0.3939999999999999,159.6,4.232,1191.6,890.5,49.0,347.0
447,Hess,7583.0,0.578,559.0,,20515.0,33155.2,96.0,1545.0
448,Vertex Pharmaceuticals,7574.4,0.221,2342.1,-0.136,13432.5,66436.9,-1.3963636363636365,3900.0
449,KeyCorp,7561.0,0.031,2625.0,0.955,186346.0,20592.5,-53.0,16974.0
450,Chipotle Mexican Grill,7547.1,0.261,653.0,0.835,6653.0,44347.4,14.0,97660.0
451,CMS Energy,7538.0,0.128,1353.0,0.792,28753.0,20292.2,-21.0,8813.0
453,Taylor Morrison Home,7501.3,0.2239999999999999,663.0,1.724,8727.8,3301.6,-1.0,3000.0
454,American Financial Group,7462.0,-0.057,1995.0,1.725,28931.0,12367.8,-78.0,6600.0
455,UGI,7447.0,0.135,1467.0,1.758,16723.0,7599.1,-19.0,11300.0
456,Science Applications International,7394.0,0.048,277.0,0.325,5746.0,5166.1,-44.0,25090.0
457,Avantor,7386.1,0.155,572.6,3.911,13897.2,20629.1,-19.0,13500.0
458,Hanesbrands,7347.8,0.103,77.2,,7071.4,5191.4,-26.0,58000.0
459,Clorox,7341.0,0.092,710.0,-0.244,6334.0,17108.7,-32.0,9000.0
460,KBR,7339.0,0.273,18.0,,6199.0,7634.9,10.0,28000.0
461,TravelCenters of America,7336.8,0.514,58.5,,3508.5,637.5,79.0,16540.0
462,Hertz Global Holdings,7336.0,0.395,366.0,,19783.0,9508.9,46.0,23000.0
463,Analog Devices,7318.3,0.306,1390.4,0.139,52322.1,86441.2,18.0,24700.0
464,Securian Financial Group,7317.4,0.065,311.5,0.281,75169.4,,-43.0,6941.0
465,Darden Restaurants,7196.1,-0.078,629.3,,10656.1,16980.9,-88.0,156883.0
466,Graphic Packaging Holding,7156.0,0.091,204.0,0.2189999999999999,10457.0,6154.4,-31.0,25000.0
466,NCR,7156.0,0.153,97.0,,11641.0,5474.7,-20.0,38000.0
